Farm_ID,Crop_Type,Farm_Location,Nitrogen_Percent,Phosphorus_ppm,Potassium_ppm,Soil_pH,Rainfall_mm,Yield_kg_per_ha,Planting_Date,Harvest_Date
GH-00693,Yam,Eastern,1.34,10.6,188.7,6.38,1556.4,14969.9,2023-10-12,2024-05-03
GH-00772,Yam,Eastern,2.98,,178.7,5.24,1376.9,6031.3,2022-05-16,2022-12-03
GH-00862,Maize,Upper East,2.43,44.0,290.2,5.41,994.0,3077.3,2022-04-21,2022-08-18
GH-01053,Cassava,Greater Accra,2.61,42.7,221.4,5.45,927.4,16096.2,2023-12-04,2024-12-15
GH-00522,Groundnut,Greater Accra,0.59,14.1,52.7,6.43,1239.1,1913.2,2022-04-21,2022-09-12
GH-01360,Groundnut,Upper East,1.33,33.5,278.4,5.46,965.8,2359.2,2022-01-22,2022-06-05
GH-01201,,Upper West,1.17,49.5,264.0,7.3,920.4,9150.1,2023-08-07,2024-02-25
GH-01143,Soybean,Northern,1.32,12.7,195.0,5.69,1139.4,1267.8,2022-06-22,2022-10-22
GH-01340,Plantain,Northern,3.25,,78.3,6.86,1115.7,8369.1,2023-12-16,2024-03-27
GH-01585,Plantain,Volta,1.97,27.8,123.7,5.73,1338.7,11022.5,2022-10-29,2023-02-05
GH-01091,Cocoa,Greater Accra,3.28,15.0,92.3,5.74,1152.9,400.5,2022-05-31,2023-03-12
GH-00294,Rice,Western,0.64,30.9,214.8,5.05,1654.1,2299.7,2022-09-20,2023-01-06
GH-00603,Cocoa,Upper West,3.21,15.9,116.3,6.02,990.6,994.1,2022-04-25,2023-01-29
GH-00426,Yam,Western,,18.8,127.4,4.84,1899.5,14958.3,2022-04-03,2022-10-02
GH-01708,Plantain,Brong Ahafo,2.01,12.4,81.2,4.73,1240.6,9339.8,2022-07-04,2022-11-09
GH-01544,Yam,Northern,0.88,29.0,268.8,5.42,1015.1,16641.3,2022-11-22,2023-07-08
GH-01207,Yam,Northern,1.77,40.2,217.6,5.9,1100.1,6439.6,2022-02-26,2022-11-14
GH-01495,Plantain,Northern,3.49,27.0,143.2,5.44,1095.1,13092.4,2023-07-15,2023-10-21
GH-00085,,Brong Ahafo,0.8,36.3,268.9,7.5,1104.5,1017.7,2022-09-29,2023-02-01
GH-01253,Soybean,Central,3.03,33.0,278.2,4.52,1462.4,2480.0,2022-03-15,2022-06-26
GH-01176,Groundnut,Greater Accra,0.64,20.7,264.5,5.31,1253.0,2319.4,2023-01-12,2023-04-13
GH-01220,Cassava,Volta,2.57,34.6,196.7,6.79,1088.8,17809.6,2022-03-08,2023-02-14
GH-00808,Maize,Brong Ahafo,3.3,28.1,176.1,5.44,1116.0,2877.9,2023-11-26,2024-03-20
GH-01189,Cassava,Eastern,,31.1,123.4,4.79,1297.3,13131.3,2022-02-28,2023-07-02
GH-00127,Rice,Upper East,,26.5,236.4,6.68,1099.4,2062.2,2023-11-22,2024-03-02
GH-01136,Cassava,Upper West,1.85,10.6,289.9,7.03,1022.2,14701.6,2022-07-21,2023-04-16
GH-00051,Groundnut,Central,1.66,34.1,231.1,7.28,1235.1,944.9,2023-11-25,2024-03-06
GH-00575,Groundnut,Greater Accra,1.73,42.7,254.5,5.82,1088.8,1922.6,2023-09-01,2023-12-27
GH-00358,Soybean,Western,2.91,22.4,167.0,6.82,1519.6,1798.7,2022-10-30,2023-02-04
GH-00038,Maize,Upper West,1.26,5.2,287.0,7.44,1104.7,1786.9,2022-03-17,2022-08-11
GH-00911,Cassava,Volta,2.36,34.4,113.4,4.58,1379.6,19161.7,2023-01-10,2024-04-16
GH-01358,Cassava,Ashanti,1.29,6.4,246.2,6.89,1883.3,16582.3,2023-10-31,2024-11-17
GH-00880,Yam,Volta,2.56,15.2,263.5,6.44,1162.9,,2022-04-29,2022-11-05
GH-00077,Cocoa,Eastern,1.9,11.3,60.4,6.14,1286.8,704.0,2023-11-02,2024-08-19
GH-01756,Soybean,Northern,0.54,5.5,,5.35,1033.9,2426.5,2022-08-04,2022-11-15
GH-00509,Soybean,Upper West,2.95,32.8,128.2,5.55,995.6,2018.0,2023-11-29,2024-02-28
GH-00233,Cocoa,Upper West,1.24,25.1,290.5,7.03,931.9,880.4,2022-10-05,2023-07-28
GH-01113,Soybean,Western,1.52,14.3,54.0,6.0,1653.5,1889.7,2023-04-26,2023-08-21
GH-01764,Groundnut,Central,2.96,14.4,299.9,6.72,1391.6,868.5,2023-04-14,2023-08-26
GH-00494,Plantain,Brong Ahafo,2.13,40.6,298.6,5.64,1306.6,7743.8,2022-11-07,2023-03-29
GH-00833,Cassava,Brong Ahafo,1.71,,272.0,4.68,1211.0,16230.9,2023-09-26,2024-06-08
GH-00683,Groundnut,Eastern,1.36,41.9,298.1,7.49,1632.8,2332.5,2023-08-08,2023-12-06
GH-00373,Rice,Upper East,2.15,32.6,153.6,5.78,1044.3,4650.2,2022-12-14,2023-04-03
GH-00399,Soybean,Northern,3.14,27.4,274.1,4.79,1125.4,2682.8,2023-01-31,2023-06-01
GH-01805,Yam,Ashanti,2.77,29.7,129.3,7.41,1649.7,9643.8,2023-04-23,2023-10-22
GH-00204,Maize,Western,2.99,17.8,74.7,6.79,1886.9,2232.6,2022-12-05,2022-08-24
GH-00397,Soybean,Northern,3.36,47.2,223.5,6.18,1026.2,1200.9,2023-06-16,2023-09-21
GH-00307,Cocoa,Central,2.27,41.6,207.2,4.56,1396.1,517.3,2023-10-15,2024-07-07
GH-00754,Rice,Northern,2.3,38.7,189.2,5.72,1108.7,4000.9,2022-11-29,2023-03-31
GH-01924,Cassava,Upper East,1.98,38.2,90.7,7.32,1078.1,8150.6,2022-03-23,2023-09-11
GH-00040,Cassava,Ashanti,1.05,8.8,164.1,6.17,1770.2,10087.4,2023-02-21,2024-04-24
GH-00015,Soybean,Upper East,1.9,40.5,71.7,5.49,,1313.5,2022-06-10,2023-02-21
GH-01723,Groundnut,Volta,1.91,8.8,64.8,6.87,1362.8,862.5,2022-09-19,2023-01-10
GH-00250,Cassava,Ashanti,2.37,10.2,259.4,5.06,1349.2,19481.6,2023-06-24,2024-04-12
GH-01309,Maize,Ashanti,1.25,46.8,61.2,5.53,1968.0,2852.8,2022-09-25,2023-02-05
GH-01132,Rice,Greater Accra,1.22,29.5,226.9,6.23,1059.7,,2023-04-10,2023-08-13
GH-00405,Soybean,Volta,,13.6,215.3,4.62,1367.0,2108.6,2023-01-21,2022-02-09
GH-00566,,Upper East,1.1,,266.1,7.3,1080.4,4275.3,2022-07-22,2022-12-16
GH-01691,Plantain,Brong Ahafo,,9.6,275.8,4.99,1334.1,8550.6,2023-06-25,2023-10-06
GH-00940,Rice,Eastern,2.98,31.3,59.2,6.31,1426.4,4594.4,2022-01-16,2022-04-23
GH-01619,Plantain,Ashanti,1.39,9.7,141.7,7.43,,10244.9,2022-09-21,2023-02-13
GH-01624,Cocoa,Central,2.3,40.1,282.2,5.37,1165.5,840.7,2022-12-08,2023-06-29
GH-00445,Cocoa,Volta,0.81,37.5,197.7,4.91,1354.9,834.6,2023-01-01,2023-07-27
GH-01379,Plantain,Central,2.75,47.3,278.7,7.03,1215.5,11505.5,2023-12-01,2024-04-21
GH-01179,Groundnut,Greater Accra,2.24,35.6,107.5,6.1,1207.1,1247.4,2022-04-22,2022-07-27
GH-00920,Soybean,Western,1.42,18.6,134.4,5.23,1726.9,1223.5,2022-02-11,2022-05-31
GH-00242,Groundnut,Greater Accra,2.04,13.4,217.6,6.89,981.1,2431.5,2023-09-05,2023-12-09
GH-01746,Rice,Brong Ahafo,1.09,35.2,81.2,7.41,1353.8,4947.8,2023-09-01,2023-12-10
GH-01139,Cocoa,Eastern,0.52,14.8,268.7,5.79,1652.6,508.8,2022-09-26,2023-07-01
GH-00285,Rice,Eastern,2.28,13.7,52.4,7.3,1467.9,3504.7,2022-03-28,2022-07-25
GH-00655,Plantain,Central,3.34,26.4,160.1,5.71,1485.5,8155.7,2023-03-03,2023-07-20
GH-00642,Plantain,Brong Ahafo,2.22,40.9,91.1,5.52,1263.1,8841.1,2023-05-06,2023-09-04
GH-01596,Soybean,Northern,1.78,14.0,223.8,6.06,1038.5,,2023-11-05,2024-03-16
GH-01902,Yam,Greater Accra,1.45,,84.8,5.89,1184.2,13661.7,2022-12-22,2023-10-05
GH-01157,Rice,Ashanti,1.4,15.1,272.3,6.84,1815.9,4290.5,2022-10-09,2023-01-31
GH-00117,Maize,Ashanti,2.43,7.1,104.6,7.0,1352.2,2809.8,2022-03-16,2022-07-23
GH-00237,Plantain,Eastern,3.2,34.9,130.8,4.52,1730.8,11253.6,2023-08-30,2024-01-14
GH-01989,Cassava,Eastern,0.96,24.7,251.2,5.93,1285.9,18550.2,2023-11-20,2025-04-22
GH-00731,,Upper West,2.53,25.1,215.4,7.03,944.5,10946.0,2023-10-15,2024-07-02
GH-00571,Plantain,Eastern,1.13,14.3,83.0,6.1,1362.7,14079.6,2023-04-18,2023-08-22
GH-00286,Cassava,Western,0.6,26.2,68.8,7.32,1833.5,18399.3,2022-01-31,2023-06-19
GH-00552,Cocoa,Upper East,0.61,,176.4,4.69,902.8,697.7,2022-01-13,2022-07-20
GH-00145,Soybean,Volta,1.11,15.6,241.1,4.98,1244.5,1053.6,2022-05-22,2022-08-31
GH-01141,,Central,3.21,5.8,179.1,6.03,1439.5,,2022-03-15,2022-07-18
GH-01183,Soybean,Eastern,2.6,45.4,159.3,5.73,1442.1,1373.3,2023-05-12,2023-09-21
GH-00738,Yam,Northern,,26.3,70.2,4.91,1051.0,8201.0,2023-04-16,2024-01-24
GH-01187,Soybean,Ashanti,0.75,12.8,209.6,5.79,1778.3,1534.6,2023-09-20,2024-01-30
GH-00598,Groundnut,Northern,2.4,49.9,252.4,5.94,1093.4,2196.6,2022-02-08,2022-11-28
GH-01072,Rice,Western,2.89,,,6.24,2070.7,2216.8,2023-12-12,2024-04-07
GH-00340,Cocoa,Greater Accra,1.31,46.3,62.3,6.89,816.9,693.4,2023-05-21,2024-03-07
GH-01074,Cassava,Greater Accra,1.15,27.4,241.2,6.23,803.7,17095.7,2022-02-11,2022-11-12
GH-00449,Groundnut,Greater Accra,1.07,6.1,69.6,6.49,1011.3,2350.0,2022-11-23,2023-03-07
GH-00471,Yam,Greater Accra,2.61,19.2,147.0,5.33,829.3,7051.3,2022-08-02,2023-04-20
GH-00368,Rice,Greater Accra,0.97,6.2,267.7,7.36,,3942.5,2022-07-01,2022-10-30
GH-01884,Yam,Northern,1.23,37.7,148.0,6.7,1119.3,16575.5,2022-02-19,2022-10-17
GH-00667,Plantain,Greater Accra,2.83,7.8,152.2,5.49,952.3,6842.0,2023-08-02,2023-11-10
GH-00486,Plantain,Volta,0.52,25.6,151.7,6.88,1176.7,13563.0,2022-02-23,2022-06-23
GH-01587,Maize,Greater Accra,2.28,10.0,106.0,5.25,1079.8,2595.2,2022-04-30,2022-09-13
GH-00956,Cassava,Eastern,1.94,22.4,175.1,5.51,1671.0,16449.9,2023-07-13,2024-12-05
GH-01428,Cassava,Brong Ahafo,0.92,46.3,163.6,4.54,1189.0,14481.4,2023-05-10,2024-09-26
GH-00027,Plantain,Western,1.77,46.0,244.9,7.46,1843.8,12229.7,2023-05-08,2023-09-05
GH-01985,Plantain,Upper West,1.66,34.8,89.7,5.64,925.6,7026.9,2023-06-02,2023-09-28
GH-00076,Rice,Western,2.55,18.7,268.3,6.04,,3675.7,2022-10-13,2023-02-18
GH-00946,Groundnut,Western,3.19,,242.9,5.37,1561.2,891.4,2022-06-30,2022-10-21
GH-00065,Groundnut,Brong Ahafo,2.69,18.9,139.8,7.42,1314.4,2022.1,2022-10-17,2023-03-10
GH-01533,Rice,Greater Accra,1.26,31.5,58.1,6.44,889.3,3481.8,2022-01-09,2022-06-06
GH-01599,Soybean,Central,2.84,33.7,137.7,5.88,1426.0,1161.5,2022-04-04,2022-08-05
GH-00101,Groundnut,Central,2.79,10.5,139.7,4.69,1016.2,1037.6,2022-11-18,2023-03-02
GH-00226,Rice,Ashanti,2.91,44.5,,5.4,1556.0,2640.5,2022-11-29,2023-04-15
GH-00448,Plantain,Upper East,2.17,26.9,283.2,5.75,1088.5,7076.8,2023-08-06,2023-11-21
GH-01418,Groundnut,Greater Accra,1.24,14.3,180.5,4.6,1209.6,1372.6,2023-12-28,2024-04-07
GH-01038,Groundnut,Brong Ahafo,1.1,13.5,259.5,7.24,1309.8,2334.7,2023-06-03,2023-09-06
GH-00019,Soybean,Ashanti,3.29,8.7,182.6,5.68,1850.8,2775.5,2022-09-05,2023-01-03
GH-01995,Yam,Central,2.4,13.0,86.3,6.19,1244.8,13112.4,2023-08-21,2024-02-27
GH-01508,Rice,Northern,1.98,17.7,288.6,5.13,1064.7,3031.4,2023-07-09,2023-11-03
GH-01445,Cassava,Northern,2.41,7.0,164.2,7.48,1096.4,13185.2,2023-03-10,2024-07-01
GH-01324,Plantain,Volta,1.82,37.2,,5.41,1293.8,7130.1,2022-05-11,2023-03-24
GH-01436,Rice,Greater Accra,3.47,45.6,144.6,7.43,804.5,2232.6,2023-06-23,2023-10-07
GH-00935,Soybean,Brong Ahafo,0.97,16.9,146.0,7.39,1128.6,1760.2,2022-05-01,2022-09-06
GH-01472,Rice,Western,0.78,30.1,255.1,6.73,1836.9,3337.3,2023-01-13,2023-04-28
GH-00999,Soybean,Volta,,49.1,271.7,4.96,1303.6,1189.6,2023-01-03,2022-09-06
GH-01322,Cassava,Ashanti,3.07,,168.2,5.6,1675.3,12549.5,2023-04-01,2024-02-13
GH-00195,Groundnut,Northern,3.36,42.8,133.2,7.39,1065.0,2460.8,2023-12-16,2023-08-04
GH-00205,Cocoa,Brong Ahafo,2.7,19.7,195.0,5.98,1223.2,744.6,2022-02-13,2022-09-10
GH-01059,Plantain,Central,2.79,36.2,252.0,7.27,1214.7,10467.4,2022-05-17,2022-10-12
GH-01135,Cassava,Volta,1.52,12.4,94.9,5.3,1198.7,19104.6,2023-07-19,2024-05-10
GH-01525,Yam,Eastern,2.68,14.1,297.3,7.47,1399.9,7510.8,2022-07-18,2023-04-11
GH-01464,Cassava,Northern,,29.9,265.0,6.11,1086.2,18091.1,2022-06-28,2023-04-17
GH-00304,Plantain,Volta,1.68,43.2,170.4,5.48,1320.1,8385.4,2022-06-11,2022-09-13
GH-01650,Rice,Western,2.15,12.6,140.0,4.89,1806.4,3322.0,2023-05-09,2023-08-24
GH-00240,Soybean,Western,3.36,40.7,147.6,5.43,1526.3,1383.8,2022-02-21,2022-07-09
GH-01493,Groundnut,Western,2.6,34.9,107.4,4.82,1651.5,1102.9,2022-01-18,2022-04-21
GH-01525,Yam,Eastern,2.68,14.1,297.3,7.47,1399.9,7510.8,2022-07-18,2023-04-11
GH-01629,Groundnut,Central,0.91,7.1,92.1,6.39,1189.6,2286.5,2022-05-22,2022-09-20
GH-01195,Rice,Greater Accra,1.18,23.6,115.9,6.79,,4511.8,2023-08-16,2023-12-07
GH-01297,Cassava,Upper East,2.84,32.8,68.8,6.91,912.9,16690.9,2023-02-06,2024-01-04
GH-01339,Plantain,Northern,1.99,29.0,161.3,5.66,,13730.1,2023-07-03,2023-10-12
GH-00498,Cocoa,Upper West,2.35,37.4,60.8,7.12,963.4,1047.8,2022-04-22,2023-01-16
GH-00116,Cocoa,Upper East,1.17,17.5,159.7,6.65,1050.0,912.3,2023-12-16,2024-06-13
GH-00668,Cocoa,Volta,2.33,42.0,131.7,5.04,1100.4,630.3,2022-07-18,2023-04-21
GH-01893,Yam,Northern,0.63,12.4,283.6,6.1,1087.3,8873.3,2023-06-19,2024-04-06
GH-01590,Soybean,Northern,2.72,5.7,180.9,4.94,1138.6,2426.9,2023-09-20,2024-01-29
GH-00225,Rice,Eastern,2.16,27.7,,6.38,1317.4,3842.0,2023-01-12,2023-05-17
GH-00458,Soybean,Upper East,2.15,22.3,118.2,7.49,926.4,1252.6,2022-07-31,2022-12-19
GH-00934,Maize,Upper West,0.53,,118.1,6.69,,4473.5,2023-05-15,2023-09-16
GH-01656,Cassava,Northern,1.9,17.9,229.0,7.28,1031.9,13154.8,2023-07-17,2024-05-10
GH-01763,Cassava,Volta,0.56,19.0,182.0,4.97,1190.9,8264.5,2022-11-26,2024-03-20
GH-01545,Soybean,Upper East,0.88,26.2,153.9,5.36,,2317.4,2023-11-03,2024-03-27
GH-00978,Soybean,Greater Accra,,44.6,124.5,6.56,807.7,2176.4,2023-10-26,2024-02-10
GH-00957,Cocoa,Greater Accra,2.84,42.0,263.9,5.43,1012.6,982.7,2022-01-05,2022-07-09
GH-01779,Soybean,Greater Accra,3.36,28.7,167.2,6.27,1239.0,1603.4,2023-03-23,2023-07-13
GH-01529,Plantain,Upper East,1.42,43.9,134.5,7.08,1003.6,14794.0,2023-01-28,2023-06-05
GH-00268,Soybean,Volta,2.66,30.3,108.5,6.97,1173.0,1251.5,2023-12-10,2024-04-16
GH-00150,Soybean,Upper East,1.45,,270.6,6.35,,1929.5,2022-03-06,2022-07-23
GH-00898,Cocoa,Eastern,2.57,5.1,117.9,7.0,1318.3,1097.3,2023-06-05,2023-12-10
GH-01758,Maize,Brong Ahafo,3.1,,240.6,5.91,1386.5,1666.9,2023-12-10,2024-04-05
GH-01630,Plantain,Eastern,3.18,12.9,195.4,5.92,1482.8,10987.4,2022-04-21,2022-08-20
GH-00964,Groundnut,Central,3.45,12.7,255.4,7.15,1167.8,1474.8,2022-02-13,2022-06-18
GH-01745,Plantain,Western,3.01,9.7,90.9,6.72,1710.0,6904.5,2022-02-23,2022-07-13
GH-00316,Soybean,Greater Accra,0.66,8.6,64.6,4.58,1177.3,1526.3,2022-05-01,2022-08-13
GH-00238,Plantain,Northern,0.96,10.3,283.8,6.84,1082.3,9239.4,2023-12-07,2024-05-04
GH-01282,Groundnut,Volta,2.63,,106.1,6.84,1110.0,1248.7,2022-12-17,2023-03-20
GH-01689,Maize,Upper East,0.63,25.0,249.2,7.47,942.8,3713.5,2023-06-10,2023-09-22
GH-00283,Plantain,Central,1.27,39.2,226.0,5.01,1481.0,8027.3,2023-06-19,2023-10-24
GH-00025,Cocoa,Western,3.22,40.3,181.1,7.03,1503.9,914.3,2023-05-15,2024-01-12
GH-01458,Cocoa,Upper West,0.8,31.3,213.1,6.04,1118.0,559.7,2023-02-23,2023-09-02
GH-00080,Cocoa,Ashanti,0.63,19.7,201.9,6.0,1577.8,977.0,2023-12-14,2024-09-10
GH-01623,Plantain,Eastern,1.7,5.7,231.7,6.62,1525.0,13577.6,2022-03-20,2022-07-23
GH-00108,,Eastern,0.73,28.9,151.6,6.44,1282.5,561.6,2023-04-09,2023-11-10
GH-01459,Plantain,Upper East,2.31,40.9,,4.91,1001.9,5203.1,2022-12-13,2023-03-21
GH-00344,Rice,Western,1.95,19.0,,6.77,1501.8,4704.4,2023-05-11,2023-08-17
GH-01880,Maize,Brong Ahafo,2.6,,219.3,7.23,1220.3,1732.6,2022-06-25,2022-11-13
GH-00443,Maize,Brong Ahafo,1.85,10.6,265.7,6.4,1120.7,2868.2,2022-10-10,2022-07-06
GH-00789,Soybean,Central,1.75,13.2,204.7,4.64,1174.9,,2023-02-05,2023-05-14
GH-00767,Yam,Western,2.1,9.7,147.5,6.63,1615.4,16477.9,2022-04-13,2022-10-15
GH-00256,Cassava,Brong Ahafo,3.21,26.5,146.5,5.99,1357.2,16044.8,2022-03-18,2023-04-12
GH-00863,Rice,Greater Accra,3.42,44.2,130.1,7.47,1059.3,2876.1,2023-01-16,2023-05-03
GH-01618,Maize,Upper East,0.64,46.9,232.9,7.17,1072.4,4183.1,2022-07-25,2022-11-12
GH-00768,Soybean,Eastern,2.41,18.3,98.6,4.65,1626.2,1057.9,2022-06-10,2022-10-02
GH-01570,Plantain,Northern,1.18,25.3,54.9,6.52,,14448.9,2023-07-24,2023-11-29
GH-00717,Cassava,Volta,3.29,7.6,116.0,6.17,1023.4,9383.8,2023-08-23,2025-02-01
GH-00392,Cassava,Northern,1.43,27.2,251.2,6.56,1085.7,9417.9,2023-06-24,2024-03-30
GH-01899,Soybean,Greater Accra,2.04,25.0,121.9,5.41,1230.0,1573.7,2022-10-20,2023-03-17
GH-01095,Rice,Upper East,1.79,45.3,234.6,4.83,934.6,3345.6,2022-09-09,2023-01-15
GH-01537,Maize,Ashanti,1.48,,168.8,5.82,1424.1,2245.2,2022-04-20,2022-08-25
GH-01041,Yam,Brong Ahafo,3.35,22.8,76.1,7.25,1308.3,14460.2,2023-09-17,2024-04-08
GH-01720,Maize,Central,1.68,13.8,145.4,5.78,1006.2,3571.1,2022-05-28,2022-08-27
GH-01662,Cassava,Western,0.84,35.3,82.5,5.05,2074.0,11330.5,2023-03-22,2024-09-03
GH-01760,Cassava,Ashanti,1.75,25.1,137.0,6.37,1545.2,11112.6,2022-08-16,2023-08-25
GH-00834,Cocoa,Northern,1.67,43.2,225.7,5.32,1067.3,848.2,2023-11-29,2024-09-01
GH-01198,Cassava,Greater Accra,2.6,8.8,283.5,5.96,1071.9,9503.2,2022-08-18,2023-08-22
GH-01108,Plantain,Upper West,2.36,25.6,223.7,7.23,1098.3,10812.9,2023-04-11,2023-07-15
GH-01327,Maize,Greater Accra,2.36,48.3,59.4,6.07,874.9,3737.8,2023-02-16,2023-06-28
GH-01259,Soybean,Upper East,2.58,20.5,83.8,7.35,1058.0,1288.5,2022-11-11,2023-02-13
GH-00781,Maize,Eastern,3.45,40.8,140.7,6.46,1691.5,2037.9,2022-08-12,2022-12-22
GH-00414,Maize,Ashanti,1.06,42.2,,6.78,1319.1,3705.6,2023-11-23,2024-04-09
GH-01022,Maize,Brong Ahafo,2.22,25.1,281.6,5.0,1219.5,2624.0,2022-05-18,2022-02-17
GH-01704,Cassava,Brong Ahafo,2.34,5.8,55.1,6.72,1161.7,8515.2,2023-10-28,2025-03-21
GH-01370,Rice,Eastern,1.44,35.3,56.5,6.71,1523.3,2668.3,2023-07-28,2023-04-08
GH-00767,Yam,Western,2.1,9.7,147.5,6.63,1615.4,16477.9,2022-04-13,2022-10-15
GH-01926,Yam,Ashanti,,26.2,248.5,7.48,1598.4,,2023-11-24,2024-08-06
GH-00203,Groundnut,Brong Ahafo,0.54,37.3,87.0,4.97,1309.8,1437.2,2022-05-18,2022-09-13
GH-01126,Soybean,Brong Ahafo,2.12,28.1,94.4,6.06,1328.2,,2023-10-24,2024-03-15
GH-01057,Soybean,Northern,1.93,36.0,192.3,5.94,1142.7,1511.5,2022-01-06,2022-04-06
GH-00839,Cocoa,Western,0.92,49.4,260.7,5.29,1880.9,561.8,2023-12-28,2024-08-30
GH-00439,Groundnut,Central,1.48,36.8,265.9,6.06,1047.1,1242.7,2022-06-24,2022-02-03
GH-01235,,Central,0.92,6.5,81.4,5.25,1393.5,4450.5,2023-06-12,2024-03-19
GH-01317,Rice,Ashanti,,47.0,,6.76,1912.9,2147.2,2022-10-19,2023-03-09
GH-01633,Soybean,Western,3.49,21.0,155.8,5.75,2010.1,2268.6,2023-11-02,2024-03-16
GH-00365,Groundnut,Western,0.93,10.1,129.8,5.08,1736.9,2460.1,2023-04-01,2023-08-05
GH-00842,Soybean,Volta,3.11,35.9,,4.99,1132.9,1531.4,2023-06-21,2023-10-25
GH-00416,Maize,Upper East,1.67,40.5,91.7,5.87,1075.4,4039.9,2022-05-26,2022-02-01
GH-00001,Groundnut,Central,1.7,33.6,57.3,4.7,1091.9,1605.3,2023-03-19,2023-08-02
GH-00473,Cassava,Upper West,2.19,6.8,281.1,5.59,967.3,14080.3,2023-04-23,2024-07-01
GH-00075,Yam,Upper East,0.66,11.4,211.6,5.16,951.3,13235.4,2023-08-15,2024-06-01
GH-00147,Cassava,Upper East,2.36,46.3,209.8,5.2,,17154.0,2022-04-12,2023-07-02
GH-01319,Rice,Greater Accra,1.47,22.2,202.3,4.95,852.6,3574.1,2022-04-17,2022-07-28
GH-01411,Cocoa,Western,1.72,39.3,255.3,7.32,2042.6,1161.2,2022-08-07,2023-03-05
GH-01190,Soybean,Ashanti,0.8,46.1,149.9,6.48,1799.1,2474.8,2022-03-17,2022-07-02
GH-01749,,Western,1.29,42.1,270.0,7.43,1540.2,1951.2,2023-05-01,2023-08-08
GH-00277,Maize,Central,1.7,48.5,134.1,4.8,1495.1,2013.9,2023-05-18,2023-09-16
GH-01199,Cassava,Western,,39.7,100.9,6.64,1769.8,15359.3,2022-11-29,2023-12-03
GH-00980,Plantain,Ashanti,0.55,29.3,105.9,6.64,,10924.4,2022-06-05,2022-09-17
GH-00041,Cassava,Central,,35.7,202.4,7.34,1466.1,18112.3,2022-07-09,2023-11-06
GH-00281,Cocoa,Ashanti,2.13,31.4,95.2,6.88,1875.2,1125.8,2022-05-15,2022-11-18
GH-00924,Groundnut,Greater Accra,1.0,6.7,131.2,5.26,983.6,866.5,2022-01-16,2022-06-04
GH-00063,Yam,Brong Ahafo,1.61,23.1,232.4,7.36,1319.2,8968.1,2023-03-18,2023-11-02
GH-00348,Cocoa,Brong Ahafo,0.89,49.4,68.1,6.93,1373.5,565.3,2022-02-21,2022-11-03
GH-01171,Soybean,Brong Ahafo,2.7,26.3,247.0,4.63,1312.0,1879.0,2022-12-05,2023-04-04
GH-01743,Rice,Ashanti,2.76,45.5,202.0,5.36,1400.0,3476.8,2023-03-23,2023-08-14
GH-01825,Yam,Brong Ahafo,0.62,44.9,,5.32,1310.3,7601.6,2023-06-10,2024-02-14
GH-00154,,Upper West,3.22,25.3,231.2,6.62,978.4,9328.5,2022-08-29,2023-10-14
GH-01267,Groundnut,Eastern,3.2,38.8,193.7,6.5,1489.7,2215.9,2022-07-01,2022-10-14
GH-00396,Cocoa,Upper East,2.64,18.9,137.2,6.54,,1065.9,2023-06-16,2024-01-19
GH-00261,Maize,Central,2.76,25.3,233.9,5.76,1381.8,2374.4,2022-01-24,2022-05-22
GH-00851,Groundnut,Upper East,1.88,14.9,240.2,6.19,983.5,2190.3,2022-05-05,2022-08-10
GH-01058,Groundnut,Ashanti,2.52,17.8,253.0,6.6,1821.6,1805.3,2022-07-13,2022-11-13
GH-01574,Plantain,Ashanti,0.74,18.6,204.8,5.89,1328.3,6266.2,2022-05-26,2022-10-05
GH-00383,Cocoa,Eastern,2.35,7.4,83.1,5.62,1602.1,634.6,2023-10-20,2023-04-09
GH-01325,Yam,Volta,0.9,24.3,159.1,6.13,1274.5,7245.0,2023-09-14,2024-03-13
GH-00176,Plantain,Central,3.29,47.9,251.7,5.97,1385.7,11130.4,2022-08-14,2022-12-18
GH-00327,Cassava,Eastern,1.31,31.1,262.6,6.46,1255.0,19017.3,2022-05-30,2023-10-04
GH-00301,Maize,Greater Accra,0.64,14.3,78.9,4.66,1027.4,4115.6,2022-04-28,2022-09-11
GH-01852,Maize,Greater Accra,1.08,24.4,127.4,7.34,810.4,4482.8,2022-08-07,2023-01-01
GH-00551,Maize,Central,3.08,13.6,272.8,6.02,1080.0,1977.9,2023-04-30,2023-09-09
GH-00912,Yam,Eastern,3.32,7.4,270.9,4.62,1494.2,,2023-06-29,2022-10-18
GH-00388,Groundnut,Northern,2.62,11.2,131.4,6.34,1060.0,2246.1,2023-12-28,2024-05-05
GH-01793,Groundnut,Greater Accra,2.83,42.5,167.6,6.21,1117.3,2050.6,2022-07-13,2022-12-01
GH-01506,,Central,2.52,24.3,240.7,5.97,1014.5,17923.1,2022-09-21,2023-07-26
GH-00287,Maize,Northern,2.41,26.3,183.9,7.24,1060.8,3884.2,2022-05-01,2022-09-24
GH-01019,Soybean,Central,3.18,11.2,59.8,7.05,1108.7,1960.3,2023-02-08,2023-06-19
GH-01216,Maize,Northern,1.15,11.2,203.8,4.6,1113.5,2893.6,2023-10-01,2024-02-01
GH-00734,Soybean,Central,1.12,,194.0,5.52,1413.2,1826.8,2022-10-12,2023-02-18
